Year,State,Total,Total minus Unknown,Type,By Type
2012,Kansas,50,38,Unknown,12
2012,Kentucky,122,113,Handgun,101
2012,Kentucky,122,113,Rifle,4
2012,Kentucky,122,113,Shotgun,8
2012,Kentucky,122,113,Unknown,9
2012,Louisiana,370,358,Handgun,341
2012,Louisiana,370,358,Rifle,9
2012,Louisiana,370,358,Shotgun,8
2012,Louisiana,370,358,Unknown,12
2012,Maine,14,7,Handgun,6
2012,Maine,14,7,Rifle,1
2012,Maine,14,7,Shotgun,0
2012,Maine,14,7,Unknown,7
2012,Maryland,277,272,Handgun,265
2012,Maryland,277,272,Rifle,5
2012,Maryland,277,272,Shotgun,2
2012,Maryland,277,272,Unknown,5
2012,Massachusetts,70,33,Handgun,32
2012,Massachusetts,70,33,Rifle,0
2012,Massachusetts,70,33,Shotgun,1
2012,Massachusetts,70,33,Unknown,37
2012,Michigan,536,364,Handgun,309
2012,Michigan,536,364,Rifle,36
2012,Michigan,536,364,Shotgun,19
2012,Michigan,536,364,Unknown,172
2012,Minnesota,41,41,Handgun,37
2012,Minnesota,41,41,Rifle,2
2012,Minnesota,41,41,Shotgun,2
2012,Minnesota,41,41,Unknown,0
2012,Mississippi,132,111,Handgun,99
2012,Mississippi,132,111,Rifle,7
2012,Mississippi,132,111,Shotgun,5
2012,Mississippi,132,111,Unknown,21
2012,Missouri,283,169,Handgun,153
2012,Missouri,283,169,Rifle,8
2012,Missouri,283,169,Shotgun,8
2012,Missouri,283,169,Unknown,114
2012,Montana,11,10,Handgun,8
2012,Montana,11,10,Rifle,2
2012,Montana,11,10,Shotgun,0
2012,Montana,11,10,Unknown,1
2012,Nebraska,42,40,Handgun,37
2012,Nebraska,42,40,Rifle,2
2012,Nebraska,42,40,Shotgun,1
2012,Nebraska,42,40,Unknown,2
2012,Nevada,70,44,Handgun,41
2012,Nevada,70,44,Rifle,1
2012,Nevada,70,44,Shotgun,2
2012,Nevada,70,44,Unknown,26
2012,New Hampshire,9,4,Handgun,4
2012,New Hampshire,9,4,Rifle,0
2012,New Hampshire,9,4,Shotgun,0
2012,New Hampshire,9,4,Unknown,5
2012,New Jersey,273,246,Handgun,237
2012,New Jersey,273,246,Rifle,6
2012,New Jersey,273,246,Shotgun,3
2012,New Jersey,273,246,Unknown,27
2012,New Mexico,67,52,Handgun,42
2012,New Mexico,67,52,Rifle,5
2012,New Mexico,67,52,Shotgun,5
2012,New Mexico,67,52,Unknown,15
2012,New York,407,375,Handgun,358
2012,New York,407,375,Rifle,11
2012,New York,407,375,Shotgun,6
2012,New York,407,375,Unknown,32
2012,North Carolina,309,250,Handgun,208
2012,North Carolina,309,250,Rifle,12
2012,North Carolina,309,250,Shotgun,30
2012,North Carolina,309,250,Unknown,59
2012,North Dakota,4,2,Handgun,1
2012,North Dakota,4,2,Rifle,0
2012,North Dakota,4,2,Shotgun,1
2012,North Dakota,4,2,Unknown,2
2012,Ohio,278,189,Handgun,176
2012,Ohio,278,189,Rifle,5
2012,Ohio,278,189,Shotgun,8
2012,Ohio,278,189,Unknown,89
2012,Oklahoma,149,141,Handgun,121
2012,Oklahoma,149,141,Rifle,10
2012,Oklahoma,149,141,Shotgun,10
2012,Oklahoma,149,141,Unknown,8
2012,Oregon,42,16,Handgun,11
2012,Oregon,42,16,Rifle,2
2012,Oregon,42,16,Shotgun,3
2012,Oregon,42,16,Unknown,26
2012,Pennsylvania,522,431,Handgun,412
2012,Pennsylvania,522,431,Rifle,9
2012,Pennsylvania,522,431,Shotgun,10
2012,Pennsylvania,522,431,Unknown,91
2012,Rhode Island,19,7,Handgun,7
2012,Rhode Island,19,7,Rifle,0
2012,Rhode Island,19,7,Shotgun,0
2012,Rhode Island,19,7,Unknown,12
2012,South Carolina,237,156,Handgun,134
2012,South Carolina,237,156,Rifle,9
2012,South Carolina,237,156,Shotgun,13
2012,South Carolina,237,156,Unknown,81
2012,South Dakota,4,4,Handgun,2
2012,South Dakota,4,4,Rifle,1
2012,South Dakota,4,4,Shotgun,1
2012,South Dakota,4,4,Unknown,0
2012,Tennessee,254,196,Handgun,183
2012,Tennessee,254,196,Rifle,7
2012,Tennessee,254,196,Shotgun,6
2012,Tennessee,254,196,Unknown,58
2012,Texas,745,562,Handgun,493
2012,Texas,745,562,Rifle,28
2012,Texas,745,562,Shotgun,41
2012,Texas,745,562,Unknown,183
2012,Utah,29,25,Handgun,22
2012,Utah,29,25,Rifle,2
2012,Utah,29,25,Shotgun,1
2012,Utah,29,25,Unknown,4
2012,Vermont,2,2,Handgun,2
2012,Vermont,2,2,Rifle,0
2012,Vermont,2,2,Shotgun,0
2012,Vermont,2,2,Unknown,0
2012,Virgin Islands,42,31,Handgun,28
2012,Virgin Islands,42,31,Rifle,2
2012,Virgin Islands,42,31,Shotgun,1
2012,Virgin Islands,42,31,Unknown,11
2012,Virginia,220,114,Handgun,103
2012,Virginia,220,114,Rifle,9
2012,Virginia,220,114,Shotgun,2
2012,Virginia,220,114,Unknown,106
2012,Washington,106,78,Handgun,71
2012,Washington,106,78,Rifle,4
2012,Washington,106,78,Shotgun,3
2012,Washington,106,78,Unknown,28
2012,West Virginia,47,33,Handgun,26
2012,West Virginia,47,33,Rifle,5
2012,West Virginia,47,33,Shotgun,2
2012,West Virginia,47,33,Unknown,14
2012,Wisconsin,108,91,Handgun,85
2012,Wisconsin,108,91,Rifle,5
2012,Wisconsin,108,91,Shotgun,1
2012,Wisconsin,108,91,Unknown,17
2012,Wyoming,5,2,Handgun,2
2012,Wyoming,5,2,Rifle,0
2012,Wyoming,5,2,Shotgun,0
2012,Wyoming,5,2,Unknown,3
2013,Alaska,12,9,Handgun,5
2013,Alaska,12,9,Rifle,3
2013,Alaska,12,9,Shotgun,1
2013,Alaska,12,9,Unknown,3
2013,Arizona,184,155,Handgun,133
2013,Arizona,184,155,Rifle,11
2013,Arizona,184,155,Shotgun,11
2013,Arizona,184,155,Unknown,29
2013,Arkansas,110,63,Handgun,53
2013,Arkansas,110,63,Rifle,5
2013,Arkansas,110,63,Shotgun,5
2013,Arkansas,110,63,Unknown,47
2013,California,1224,882,Handgun,805
2013,California,1224,882,Rifle,29
2013,California,1224,882,Shotgun,48
2013,California,1224,882,Unknown,342
2013,Colorado,88,54,Handgun,46
2013,Colorado,88,54,Rifle,5
2013,Colorado,88,54,Shotgun,3
2013,Colorado,88,54,Unknown,34
2013,Connecticut,60,34,Handgun,34
2013,Connecticut,60,34,Rifle,0
2013,Connecticut,60,34,Shotgun,0
2013,Connecticut,60,34,Unknown,26
2013,Delaware,33,23,Handgun,22
2013,Delaware,33,23,Rifle,1
2013,Delaware,33,23,Shotgun,0
2013,Delaware,33,23,Unknown,10
2013,District of Columbia,81,32,Handgun,30
2013,District of Columbia,81,32,Rifle,1
2013,District of Columbia,81,32,Shotgun,1
2013,District of Columbia,81,32,Unknown,49
2013,Georgia,411,369,Handgun,348
2013,Georgia,411,369,Rifle,11
2013,Georgia,411,369,Shotgun,10
2013,Georgia,411,369,Unknown,42
2013,Guam,2,1,Handgun,1
2013,Guam,2,1,Rifle,0
2013,Guam,2,1,Shotgun,0
2013,Guam,2,1,Unknown,1
2013,Hawaii,6,5,Handgun,1
2013,Hawaii,6,5,Rifle,2
2013,Hawaii,6,5,Shotgun,2
2013,Hawaii,6,5,Unknown,1
2013,Idaho,15,11,Handgun,10
2013,Idaho,15,11,Rifle,1
2013,Idaho,15,11,Shotgun,0
2013,Idaho,15,11,Unknown,4
2013,Illinois,364,357,Handgun,352
2013,Illinois,364,357,Rifle,3
2013,Illinois,364,357,Shotgun,2
2013,Illinois,364,357,Unknown,7
2013,Indiana,238,162,Handgun,149
2013,Indiana,238,162,Rifle,6
2013,Indiana,238,162,Shotgun,7
2013,Indiana,238,162,Unknown,76
2013,Iowa,18,10,Handgun,8
2013,Iowa,18,10,Rifle,1
2013,Iowa,18,10,Shotgun,1
2013,Iowa,18,10,Unknown,8
2013,Kansas,78,53,Handgun,39
2013,Kansas,78,53,Rifle,9
2013,Kansas,78,53,Shotgun,5
2013,Kansas,78,53,Unknown,25
2013,Kentucky,111,98,Handgun,82
2013,Kentucky,111,98,Rifle,10
2013,Kentucky,111,98,Shotgun,6
2013,Kentucky,111,98,Unknown,13
2013,Louisiana,356,315,Handgun,298
2013,Louisiana,356,315,Rifle,8
2013,Louisiana,356,315,Shotgun,9
2013,Louisiana,356,315,Unknown,41
2013,Maine,12,6,Handgun,3
2013,Maine,12,6,Rifle,2
2013,Maine,12,6,Shotgun,1
2013,Maine,12,6,Unknown,6
2013,Maryland,268,267,Handgun,263
2013,Maryland,268,267,Rifle,0
2013,Maryland,268,267,Shotgun,4
2013,Maryland,268,267,Unknown,1
2013,Massachusetts,78,37,Handgun,35
2013,Massachusetts,78,37,Rifle,2
2013,Massachusetts,78,37,Shotgun,0
2013,Massachusetts,78,37,Unknown,41
2013,Michigan,440,242,Handgun,203
2013,Michigan,440,242,Rifle,16
2013,Michigan,440,242,Shotgun,23
2013,Michigan,440,242,Unknown,198
2013,Minnesota,60,57,Handgun,53
2013,Minnesota,60,57,Rifle,0
2013,Minnesota,60,57,Shotgun,4
2013,Minnesota,60,57,Unknown,3
2013,Mississippi,110,91,Handgun,80
2013,Mississippi,110,91,Rifle,3
2013,Mississippi,110,91,Shotgun,8
2013,Mississippi,110,91,Unknown,19
2013,Missouri,273,157,Handgun,137
2013,Missouri,273,157,Rifle,14
2013,Missouri,273,157,Shotgun,6
2013,Missouri,273,157,Unknown,116
2013,Montana,9,6,Handgun,5
2013,Montana,9,6,Rifle,0
2013,Montana,9,6,Shotgun,1
2013,Montana,9,6,Unknown,3
2013,Nebraska,39,13,Handgun,11
2013,Nebraska,39,13,Rifle,2
2013,Nebraska,39,13,Shotgun,0
2013,Nebraska,39,13,Unknown,26
2013,Nevada,87,29,Handgun,26
2013,Nevada,87,29,Rifle,0
2013,Nevada,87,29,Shotgun,3
2013,Nevada,87,29,Unknown,58
2013,New Hampshire,5,3,Handgun,3
2013,New Hampshire,5,3,Rifle,0
2013,New Hampshire,5,3,Shotgun,0
2013,New Hampshire,5,3,Unknown,2
2013,New Jersey,291,231,Handgun,229
2013,New Jersey,291,231,Rifle,0
2013,New Jersey,291,231,Shotgun,2
2013,New Jersey,291,231,Unknown,60
2013,New Mexico,59,53,Handgun,46
2013,New Mexico,59,53,Rifle,5
2013,New Mexico,59,53,Shotgun,2
2013,New Mexico,59,53,Unknown,6
2013,New York,362,313,Handgun,290
2013,New York,362,313,Rifle,4
2013,New York,362,313,Shotgun,19
2013,New York,362,313,Unknown,49
2013,North Carolina,315,239,Handgun,204
2013,North Carolina,315,239,Rifle,27
2013,North Carolina,315,239,Shotgun,8
2013,North Carolina,315,239,Unknown,76
2013,North Dakota,4,2,Handgun,0
2013,North Dakota,4,2,Rifle,2
2013,North Dakota,4,2,Shotgun,0
2013,North Dakota,4,2,Unknown,2
2013,Ohio,309,215,Handgun,208
2013,Ohio,309,215,Rifle,3
2013,Ohio,309,215,Shotgun,4
2013,Ohio,309,215,Unknown,94
2013,Oklahoma,127,122,Handgun,108
2013,Oklahoma,127,122,Rifle,6
2013,Oklahoma,127,122,Shotgun,8
2013,Oklahoma,127,122,Unknown,5
2013,Oregon,43,19,Handgun,15
2013,Oregon,43,19,Rifle,0
2013,Oregon,43,19,Shotgun,4
2013,Oregon,43,19,Unknown,24
2013,Pennsylvania,440,370,Handgun,328
2013,Pennsylvania,440,370,Rifle,20
2013,Pennsylvania,440,370,Shotgun,22
2013,Pennsylvania,440,370,Unknown,70
2013,Rhode Island,18,4,Handgun,3
2013,Rhode Island,18,4,Rifle,0
2013,Rhode Island,18,4,Shotgun,1
2013,Rhode Island,18,4,Unknown,14
2013,South Carolina,224,148,Handgun,126
2013,South Carolina,224,148,Rifle,9
2013,South Carolina,224,148,Shotgun,13
2013,South Carolina,224,148,Unknown,76
2013,South Dakota,3,1,Handgun,0
2013,South Dakota,3,1,Rifle,0
2013,South Dakota,3,1,Shotgun,1
2013,South Dakota,3,1,Unknown,2
2013,Tennessee,223,172,Handgun,152
2013,Tennessee,223,172,Rifle,11
2013,Tennessee,223,172,Shotgun,9
2013,Tennessee,223,172,Unknown,51
2013,Texas,760,594,Handgun,530
2013,Texas,760,594,Rifle,34
2013,Texas,760,594,Shotgun,30
2013,Texas,760,594,Unknown,166
2013,Utah,31,28,Handgun,25
2013,Utah,31,28,Rifle,2
2013,Utah,31,28,Shotgun,1
2013,Utah,31,28,Unknown,3
2013,Vermont,5,4,Handgun,1
2013,Vermont,5,4,Rifle,2
2013,Vermont,5,4,Shotgun,1
2013,Vermont,5,4,Unknown,1
2013,Virgin Islands,14,13,Handgun,13
2013,Virgin Islands,14,13,Rifle,0
2013,Virgin Islands,14,13,Shotgun,0
2013,Virgin Islands,14,13,Unknown,1
2013,Virginia,225,135,Handgun,126
2013,Virginia,225,135,Rifle,3
2013,Virginia,225,135,Shotgun,6
2013,Virginia,225,135,Unknown,90
2013,Washington,86,54,Handgun,47
2013,Washington,86,54,Rifle,0
2013,Washington,86,54,Shotgun,7
2013,Washington,86,54,Unknown,32
2013,West Virginia,30,23,Handgun,17
2013,West Virginia,30,23,Rifle,3
2013,West Virginia,30,23,Shotgun,3
2013,West Virginia,30,23,Unknown,7
2013,Wisconsin,103,84,Handgun,72
2013,Wisconsin,103,84,Rifle,6
2013,Wisconsin,103,84,Shotgun,6
2013,Wisconsin,103,84,Unknown,19
2013,Wyoming,9,9,Handgun,6
2013,Wyoming,9,9,Rifle,3
2013,Wyoming,9,9,Shotgun,0
2013,Wyoming,9,9,Unknown,0
2014,Alaska,22,8,Handgun,6
2014,Alaska,22,8,Rifle,0
2014,Alaska,22,8,Shotgun,2
2014,Alaska,22,8,Unknown,14
2014,Arizona,153,128,Handgun,116
2014,Arizona,153,128,Rifle,6
2014,Arizona,153,128,Shotgun,6
2014,Arizona,153,128,Unknown,25
2014,Arkansas,111,68,Handgun,55
2014,Arkansas,111,68,Rifle,3
2014,Arkansas,111,68,Shotgun,10
2014,Arkansas,111,68,Unknown,43
2014,California,1169,846,Handgun,763
2014,California,1169,846,Rifle,40
2014,California,1169,846,Shotgun,43
2014,California,1169,846,Unknown,323
2014,Colorado,91,65,Handgun,60
2014,Colorado,91,65,Rifle,3
2014,Colorado,91,65,Shotgun,2
2014,Colorado,91,65,Unknown,26
2014,Connecticut,51,22,Handgun,19
2014,Connecticut,51,22,Rifle,0
2014,Connecticut,51,22,Shotgun,3
2014,Connecticut,51,22,Unknown,29
2014,Delaware,39,29,Handgun,29
2014,Delaware,39,29,Rifle,0
2014,Delaware,39,29,Shotgun,0
2014,Delaware,39,29,Unknown,10
2014,District of Columbia,73,31,Handgun,30
2014,District of Columbia,73,31,Rifle,0
2014,District of Columbia,73,31,Shotgun,1
2014,District of Columbia,73,31,Unknown,42
2014,Georgia,416,392,Handgun,371
2014,Georgia,416,392,Rifle,11
2014,Georgia,416,392,Shotgun,10
2014,Georgia,416,392,Unknown,24
2014,Hawaii,1,1,Handgun,1
2014,Hawaii,1,1,Rifle,0
2014,Hawaii,1,1,Shotgun,0
2014,Hawaii,1,1,Unknown,0
2014,Idaho,15,12,Handgun,10
2014,Idaho,15,12,Rifle,0
2014,Idaho,15,12,Shotgun,2
2014,Idaho,15,12,Unknown,3
2014,Illinois,371,370,Handgun,364
2014,Illinois,371,370,Rifle,5
2014,Illinois,371,370,Shotgun,1
2014,Illinois,371,370,Unknown,1
2014,Indiana,222,174,Handgun,166
2014,Indiana,222,174,Rifle,5
2014,Indiana,222,174,Shotgun,3
2014,Indiana,222,174,Unknown,48
2014,Iowa,27,14,Handgun,10
2014,Iowa,27,14,Rifle,1
2014,Iowa,27,14,Shotgun,3
2014,Iowa,27,14,Unknown,13
2014,Kansas,56,30,Handgun,22
2014,Kansas,56,30,Rifle,4
2014,Kansas,56,30,Shotgun,4
2014,Kansas,56,30,Unknown,26
2014,Kentucky,112,91,Handgun,85
2014,Kentucky,112,91,Rifle,1
2014,Kentucky,112,91,Shotgun,5
2014,Kentucky,112,91,Unknown,21
2014,Louisiana,319,211,Handgun,189
2014,Louisiana,319,211,Rifle,9
2014,Louisiana,319,211,Shotgun,13
2014,Louisiana,319,211,Unknown,108
2014,Maine,6,6,Handgun,2
2014,Maine,6,6,Rifle,0
2014,Maine,6,6,Shotgun,4
2014,Maine,6,6,Unknown,0
2014,Maryland,208,197,Handgun,190
2014,Maryland,208,197,Rifle,1
2014,Maryland,208,197,Shotgun,6
2014,Maryland,208,197,Unknown,11
2014,Massachusetts,81,33,Handgun,33
2014,Massachusetts,81,33,Rifle,0
2014,Massachusetts,81,33,Shotgun,0
2014,Massachusetts,81,33,Unknown,48
2014,Michigan,342,218,Handgun,209
2014,Michigan,342,218,Rifle,5
2014,Michigan,342,218,Shotgun,4
2014,Michigan,342,218,Unknown,124
2014,Minnesota,42,37,Handgun,33
2014,Minnesota,42,37,Rifle,1
2014,Minnesota,42,37,Shotgun,3
2014,Minnesota,42,37,Unknown,5
2014,Mississippi,122,102,Handgun,97
2014,Mississippi,122,102,Rifle,2
2014,Mississippi,122,102,Shotgun,3
2014,Mississippi,122,102,Unknown,20
2014,Missouri,314,195,Handgun,166
2014,Missouri,314,195,Rifle,24
2014,Missouri,314,195,Shotgun,5
2014,Missouri,314,195,Unknown,119
2014,Montana,17,14,Handgun,12
2014,Montana,17,14,Rifle,0
2014,Montana,17,14,Shotgun,2
2014,Montana,17,14,Unknown,3
2014,Nebraska,32,31,Handgun,24
2014,Nebraska,32,31,Rifle,3
2014,Nebraska,32,31,Shotgun,4
2014,Nebraska,32,31,Unknown,1
2014,Nevada,94,15,Handgun,14
2014,Nevada,94,15,Rifle,1
2014,Nevada,94,15,Shotgun,0
2014,Nevada,94,15,Unknown,79
2014,New Hampshire,6,5,Handgun,3
2014,New Hampshire,6,5,Rifle,2
2014,New Hampshire,6,5,Shotgun,0
2014,New Hampshire,6,5,Unknown,1
2014,New Jersey,243,208,Handgun,200
2014,New Jersey,243,208,Rifle,3
2014,New Jersey,243,208,Shotgun,5
2014,New Jersey,243,208,Unknown,35
2014,New Mexico,53,25,Handgun,21
2014,New Mexico,53,25,Rifle,2
2014,New Mexico,53,25,Shotgun,2
2014,New Mexico,53,25,Unknown,28
2014,New York,344,296,Handgun,283
2014,New York,344,296,Rifle,1
2014,New York,344,296,Shotgun,12
2014,New York,344,296,Unknown,48
2014,North Carolina,318,277,Handgun,242
2014,North Carolina,318,277,Rifle,21
2014,North Carolina,318,277,Shotgun,14
2014,North Carolina,318,277,Unknown,41
2014,North Dakota,6,2,Handgun,1
2014,North Dakota,6,2,Rifle,1
2014,North Dakota,6,2,Shotgun,0
2014,North Dakota,6,2,Unknown,4
2014,Ohio,277,184,Handgun,180
2014,Ohio,277,184,Rifle,0
2014,Ohio,277,184,Shotgun,4
2014,Ohio,277,184,Unknown,93
2014,Oklahoma,104,98,Handgun,88
2014,Oklahoma,104,98,Rifle,5
2014,Oklahoma,104,98,Shotgun,5
2014,Oklahoma,104,98,Unknown,6
2014,Oregon,39,20,Handgun,16
2014,Oregon,39,20,Rifle,2
2014,Oregon,39,20,Shotgun,2
2014,Oregon,39,20,Unknown,19
2014,Pennsylvania,453,372,Handgun,350
2014,Pennsylvania,453,372,Rifle,8
2014,Pennsylvania,453,372,Shotgun,14
2014,Pennsylvania,453,372,Unknown,81
2014,Rhode Island,12,6,Handgun,5
2014,Rhode Island,12,6,Rifle,0
2014,Rhode Island,12,6,Shotgun,1
2014,Rhode Island,12,6,Unknown,6
2014,South Carolina,219,157,Handgun,138
2014,South Carolina,219,157,Rifle,8
2014,South Carolina,219,157,Shotgun,11
2014,South Carolina,219,157,Unknown,62
2014,South Dakota,6,0,Handgun,0
2014,South Dakota,6,0,Rifle,0
2014,South Dakota,6,0,Shotgun,0
2014,South Dakota,6,0,Unknown,6
2014,Tennessee,246,169,Handgun,160
2014,Tennessee,246,169,Rifle,7
2014,Tennessee,246,169,Shotgun,2
2014,Tennessee,246,169,Unknown,77
2014,Texas,765,544,Handgun,483
2014,Texas,765,544,Rifle,33
2014,Texas,765,544,Shotgun,28
2014,Texas,765,544,Unknown,221
2014,Utah,36,31,Handgun,25
2014,Utah,36,31,Rifle,4
2014,Utah,36,31,Shotgun,2
2014,Utah,36,31,Unknown,5
2014,Vermont,6,5,Handgun,3
2014,Vermont,6,5,Rifle,2
2014,Vermont,6,5,Shotgun,0
2014,Vermont,6,5,Unknown,1
2014,Virgin Islands,21,21,Handgun,17
2014,Virgin Islands,21,21,Rifle,0
2014,Virgin Islands,21,21,Shotgun,4
2014,Virgin Islands,21,21,Unknown,0
2014,Virginia,228,138,Handgun,119
2014,Virginia,228,138,Rifle,9
2014,Virginia,228,138,Shotgun,10
2014,Virginia,228,138,Unknown,90
2014,Washington,94,64,Handgun,54
2014,Washington,94,64,Rifle,6
2014,Washington,94,64,Shotgun,4
2014,Washington,94,64,Unknown,30
2014,West Virginia,16,13,Handgun,12
2014,West Virginia,16,13,Rifle,1
2014,West Virginia,16,13,Shotgun,0
2014,West Virginia,16,13,Unknown,3
2014,Wisconsin,117,89,Handgun,79
2014,Wisconsin,117,89,Rifle,8
2014,Wisconsin,117,89,Shotgun,2
2014,Wisconsin,117,89,Unknown,28
2014,Wyoming,8,7,Handgun,6
2014,Wyoming,8,7,Rifle,0
2014,Wyoming,8,7,Shotgun,1
2014,Wyoming,8,7,Unknown,1
2015,Alaska,39,15,Handgun,12
2015,Alaska,39,15,Rifle,2
2015,Alaska,39,15,Shotgun,1
2015,Alaska,39,15,Unknown,24
2015,Arizona,171,135,Handgun,128
2015,Arizona,171,135,Rifle,4
2015,Arizona,171,135,Shotgun,3
2015,Arizona,171,135,Unknown,36
2015,Arkansas,110,65,Handgun,51
2015,Arkansas,110,65,Rifle,10
2015,Arkansas,110,65,Shotgun,4
2015,Arkansas,110,65,Unknown,45
2015,California,1275,922,Handgun,855
2015,California,1275,922,Rifle,34
2015,California,1275,922,Shotgun,33
2015,California,1275,922,Unknown,353
2015,Colorado,115,83,Handgun,65
2015,Colorado,115,83,Rifle,12
2015,Colorado,115,83,Shotgun,6
2015,Colorado,115,83,Unknown,32
2015,Connecticut,73,31,Handgun,29
2015,Connecticut,73,31,Rifle,0
2015,Connecticut,73,31,Shotgun,2
2015,Connecticut,73,31,Unknown,42
2015,Delaware,52,26,Handgun,26
2015,Delaware,52,26,Rifle,0
2015,Delaware,52,26,Shotgun,0
2015,Delaware,52,26,Unknown,26
2015,District of Columbia,121,66,Handgun,65
2015,District of Columbia,121,66,Rifle,1
2015,District of Columbia,121,66,Shotgun,0
2015,District of Columbia,121,66,Unknown,55
2015,Georgia,464,420,Handgun,394
2015,Georgia,464,420,Rifle,16
2015,Georgia,464,420,Shotgun,10
2015,Georgia,464,420,Unknown,44
2015,Guam,3,1,Handgun,1
2015,Guam,3,1,Rifle,0
2015,Guam,3,1,Shotgun,0
2015,Guam,3,1,Unknown,2
2015,Hawaii,4,2,Handgun,1
2015,Hawaii,4,2,Rifle,1
2015,Hawaii,4,2,Shotgun,0
2015,Hawaii,4,2,Unknown,2
2015,Idaho,24,21,Handgun,17
2015,Idaho,24,21,Rifle,4
2015,Idaho,24,21,Shotgun,0
2015,Idaho,24,21,Unknown,3
2015,Illinois,440,434,Handgun,431
2015,Illinois,440,434,Rifle,2
2015,Illinois,440,434,Shotgun,1
2015,Illinois,440,434,Unknown,6
2015,Indiana,209,161,Handgun,147
2015,Indiana,209,161,Rifle,9
2015,Indiana,209,161,Shotgun,5
2015,Indiana,209,161,Unknown,48
2015,Iowa,49,33,Handgun,31
2015,Iowa,49,33,Rifle,0
2015,Iowa,49,33,Shotgun,2
2015,Iowa,49,33,Unknown,16
2015,Kansas,91,59,Handgun,51
2015,Kansas,91,59,Rifle,4
2015,Kansas,91,59,Shotgun,4
2015,Kansas,91,59,Unknown,32
2015,Kentucky,141,101,Handgun,91
2015,Kentucky,141,101,Rifle,1
2015,Kentucky,141,101,Shotgun,9
2015,Kentucky,141,101,Unknown,40
2015,Louisiana,379,223,Handgun,207
2015,Louisiana,379,223,Rifle,7
2015,Louisiana,379,223,Shotgun,9
2015,Louisiana,379,223,Unknown,156
2015,Maine,16,15,Handgun,15
2015,Maine,16,15,Rifle,0
2015,Maine,16,15,Shotgun,0
2015,Maine,16,15,Unknown,1
2015,Maryland,279,272,Handgun,266
2015,Maryland,279,272,Rifle,3
2015,Maryland,279,272,Shotgun,3
2015,Maryland,279,272,Unknown,7
2015,Massachusetts,81,34,Handgun,33
2015,Massachusetts,81,34,Rifle,1
2015,Massachusetts,81,34,Shotgun,0
2015,Massachusetts,81,34,Unknown,47
2015,Michigan,389,168,Handgun,148
2015,Michigan,389,168,Rifle,10
2015,Michigan,389,168,Shotgun,10
2015,Michigan,389,168,Unknown,221
2015,Minnesota,79,62,Handgun,47
2015,Minnesota,79,62,Rifle,6
2015,Minnesota,79,62,Shotgun,9
2015,Minnesota,79,62,Unknown,17
2015,Mississippi,126,110,Handgun,102
2015,Mississippi,126,110,Rifle,3
2015,Mississippi,126,110,Shotgun,5
2015,Mississippi,126,110,Unknown,16
2015,Missouri,418,256,Handgun,233
2015,Missouri,418,256,Rifle,12
2015,Missouri,418,256,Shotgun,11
2015,Missouri,418,256,Unknown,162
2015,Montana,18,13,Handgun,13
2015,Montana,18,13,Rifle,0
2015,Montana,18,13,Shotgun,0
2015,Montana,18,13,Unknown,5
2015,Nebraska,43,43,Handgun,41
2015,Nebraska,43,43,Rifle,1
2015,Nebraska,43,43,Shotgun,1
2015,Nebraska,43,43,Unknown,0
2015,Nevada,113,19,Handgun,17
2015,Nevada,113,19,Rifle,1
2015,Nevada,113,19,Shotgun,1
2015,Nevada,113,19,Unknown,94
2015,New Hampshire,8,4,Handgun,4
2015,New Hampshire,8,4,Rifle,0
2015,New Hampshire,8,4,Shotgun,0
2015,New Hampshire,8,4,Unknown,4
2015,New Jersey,255,203,Handgun,200
2015,New Jersey,255,203,Rifle,3
2015,New Jersey,255,203,Shotgun,0
2015,New Jersey,255,203,Unknown,52
2015,New Mexico,56,17,Handgun,14
2015,New Mexico,56,17,Rifle,1
2015,New Mexico,56,17,Shotgun,2
2015,New Mexico,56,17,Unknown,39
2015,New York,383,337,Handgun,331
2015,New York,383,337,Rifle,1
2015,New York,383,337,Shotgun,5
2015,New York,383,337,Unknown,46
2015,North Carolina,353,266,Handgun,235
2015,North Carolina,353,266,Rifle,10
2015,North Carolina,353,266,Shotgun,21
2015,North Carolina,353,266,Unknown,87
2015,North Dakota,9,5,Handgun,5
2015,North Dakota,9,5,Rifle,0
2015,North Dakota,9,5,Shotgun,0
2015,North Dakota,9,5,Unknown,4
2015,Ohio,316,203,Handgun,184
2015,Ohio,316,203,Rifle,12
2015,Ohio,316,203,Shotgun,7
2015,Ohio,316,203,Unknown,113
2015,Oklahoma,149,130,Handgun,113
2015,Oklahoma,149,130,Rifle,8
2015,Oklahoma,149,130,Shotgun,9
2015,Oklahoma,149,130,Unknown,19
2015,Oregon,34,23,Handgun,17
2015,Oregon,34,23,Rifle,1
2015,Oregon,34,23,Shotgun,5
2015,Oregon,34,23,Unknown,11
2015,Pennsylvania,497,407,Handgun,386
2015,Pennsylvania,497,407,Rifle,10
2015,Pennsylvania,497,407,Shotgun,11
2015,Pennsylvania,497,407,Unknown,90
2015,Rhode Island,10,4,Handgun,3
2015,Rhode Island,10,4,Rifle,0
2015,Rhode Island,10,4,Shotgun,1
2015,Rhode Island,10,4,Unknown,6
2015,South Carolina,312,218,Handgun,201
2015,South Carolina,312,218,Rifle,7
2015,South Carolina,312,218,Shotgun,10
2015,South Carolina,312,218,Unknown,94
2015,South Dakota,12,11,Handgun,5
