Year,State,Total,Total minus Unknown,Type,By Type
2008,Pennsylvania,521,429,Handgun,398
2008,Pennsylvania,521,429,Rifle,15
2008,Pennsylvania,521,429,Shotgun,16
2008,Pennsylvania,521,429,Unknown,92
2008,Rhode Island,18,9,Handgun,9
2008,Rhode Island,18,9,Rifle,0
2008,Rhode Island,18,9,Shotgun,0
2008,Rhode Island,18,9,Unknown,9
2008,South Carolina,206,152,Handgun,125
2008,South Carolina,206,152,Rifle,9
2008,South Carolina,206,152,Shotgun,18
2008,South Carolina,206,152,Unknown,54
2008,South Dakota,13,6,Handgun,4
2008,South Dakota,13,6,Rifle,0
2008,South Dakota,13,6,Shotgun,2
2008,South Dakota,13,6,Unknown,7
2008,Tennessee,240,200,Handgun,170
2008,Tennessee,240,200,Rifle,11
2008,Tennessee,240,200,Shotgun,19
2008,Tennessee,240,200,Unknown,40
2008,Texas,895,816,Handgun,706
2008,Texas,895,816,Rifle,58
2008,Texas,895,816,Shotgun,52
2008,Texas,895,816,Unknown,79
2008,Utah,19,16,Handgun,16
2008,Utah,19,16,Rifle,0
2008,Utah,19,16,Shotgun,0
2008,Utah,19,16,Unknown,3
2008,Vermont,8,7,Handgun,4
2008,Vermont,8,7,Rifle,3
2008,Vermont,8,7,Shotgun,0
2008,Vermont,8,7,Unknown,1
2008,Virginia,240,146,Handgun,121
2008,Virginia,240,146,Rifle,12
2008,Virginia,240,146,Shotgun,13
2008,Virginia,240,146,Unknown,94
2008,Washington,110,94,Handgun,82
2008,Washington,110,94,Rifle,2
2008,Washington,110,94,Shotgun,10
2008,Washington,110,94,Unknown,16
2008,West Virginia,33,26,Handgun,14
2008,West Virginia,33,26,Rifle,2
2008,West Virginia,33,26,Shotgun,10
2008,West Virginia,33,26,Unknown,7
2008,Wisconsin,80,61,Handgun,51
2008,Wisconsin,80,61,Rifle,7
2008,Wisconsin,80,61,Shotgun,3
2008,Wisconsin,80,61,Unknown,19
2008,Wyoming,4,2,Handgun,2
2008,Wyoming,4,2,Rifle,0
2008,Wyoming,4,2,Shotgun,0
2008,Wyoming,4,2,Unknown,2
2009,Alabama,229,229,Handgun,196
2009,Alabama,229,229,Rifle,1
2009,Alabama,229,229,Shotgun,32
2009,Alabama,229,229,Unknown,0
2009,Alaska,13,1,Handgun,1
2009,Alaska,13,1,Rifle,0
2009,Alaska,13,1,Shotgun,0
2009,Alaska,13,1,Unknown,12
2009,Arizona,197,184,Handgun,164
2009,Arizona,197,184,Rifle,10
2009,Arizona,197,184,Shotgun,10
2009,Arizona,197,184,Unknown,13
2009,Arkansas,107,64,Handgun,54
2009,Arkansas,107,64,Rifle,5
2009,Arkansas,107,64,Shotgun,5
2009,Arkansas,107,64,Unknown,43
2009,California,1360,1116,Handgun,1022
2009,California,1360,1116,Rifle,45
2009,California,1360,1116,Shotgun,49
2009,California,1360,1116,Unknown,244
2009,Colorado,94,67,Handgun,55
2009,Colorado,94,67,Rifle,6
2009,Colorado,94,67,Shotgun,6
2009,Colorado,94,67,Unknown,27
2009,Connecticut,70,53,Handgun,51
2009,Connecticut,70,53,Rifle,0
2009,Connecticut,70,53,Shotgun,2
2009,Connecticut,70,53,Unknown,17
2009,Delaware,31,22,Handgun,20
2009,Delaware,31,22,Rifle,2
2009,Delaware,31,22,Shotgun,0
2009,Delaware,31,22,Unknown,9
2009,District of Columbia,113,82,Handgun,80
2009,District of Columbia,113,82,Rifle,1
2009,District of Columbia,113,82,Shotgun,1
2009,District of Columbia,113,82,Unknown,31
2009,Georgia,378,359,Handgun,323
2009,Georgia,378,359,Rifle,17
2009,Georgia,378,359,Shotgun,19
2009,Georgia,378,359,Unknown,19
2009,Hawaii,8,7,Handgun,4
2009,Hawaii,8,7,Rifle,2
2009,Hawaii,8,7,Shotgun,1
2009,Hawaii,8,7,Unknown,1
2009,Idaho,5,3,Handgun,3
2009,Idaho,5,3,Rifle,0
2009,Idaho,5,3,Shotgun,0
2009,Idaho,5,3,Unknown,2
2009,Illinois,386,373,Handgun,360
2009,Illinois,386,373,Rifle,5
2009,Illinois,386,373,Shotgun,8
2009,Illinois,386,373,Unknown,13
2009,Indiana,209,158,Handgun,136
2009,Indiana,209,158,Rifle,8
2009,Indiana,209,158,Shotgun,14
2009,Indiana,209,158,Unknown,51
2009,Iowa,11,7,Handgun,3
2009,Iowa,11,7,Rifle,1
2009,Iowa,11,7,Shotgun,3
2009,Iowa,11,7,Unknown,4
2009,Kansas,85,47,Handgun,38
2009,Kansas,85,47,Rifle,9
2009,Kansas,85,47,Shotgun,0
2009,Kansas,85,47,Unknown,38
2009,Kentucky,112,101,Handgun,90
2009,Kentucky,112,101,Rifle,5
2009,Kentucky,112,101,Shotgun,6
2009,Kentucky,112,101,Unknown,11
2009,Louisiana,402,361,Handgun,330
2009,Louisiana,402,361,Rifle,20
2009,Louisiana,402,361,Shotgun,11
2009,Louisiana,402,361,Unknown,41
2009,Maine,11,4,Handgun,4
2009,Maine,11,4,Rifle,0
2009,Maine,11,4,Shotgun,0
2009,Maine,11,4,Unknown,7
2009,Maryland,305,305,Handgun,297
2009,Maryland,305,305,Rifle,2
2009,Maryland,305,305,Shotgun,6
2009,Maryland,305,305,Unknown,0
2009,Massachusetts,93,50,Handgun,47
2009,Massachusetts,93,50,Rifle,2
2009,Massachusetts,93,50,Shotgun,1
2009,Massachusetts,93,50,Unknown,43
2009,Michigan,437,283,Handgun,239
2009,Michigan,437,283,Rifle,25
2009,Michigan,437,283,Shotgun,19
2009,Michigan,437,283,Unknown,154
2009,Minnesota,38,37,Handgun,35
2009,Minnesota,38,37,Rifle,1
2009,Minnesota,38,37,Shotgun,1
2009,Minnesota,38,37,Unknown,1
2009,Mississippi,105,98,Handgun,83
2009,Mississippi,105,98,Rifle,9
2009,Mississippi,105,98,Shotgun,6
2009,Mississippi,105,98,Unknown,7
2009,Missouri,276,189,Handgun,170
2009,Missouri,276,189,Rifle,8
2009,Missouri,276,189,Shotgun,11
2009,Missouri,276,189,Unknown,87
2009,Montana,19,16,Handgun,9
2009,Montana,19,16,Rifle,2
2009,Montana,19,16,Shotgun,5
2009,Montana,19,16,Unknown,3
2009,Nebraska,23,23,Handgun,22
2009,Nebraska,23,23,Rifle,1
2009,Nebraska,23,23,Shotgun,0
2009,Nebraska,23,23,Unknown,0
2009,Nevada,91,70,Handgun,66
2009,Nevada,91,70,Rifle,1
2009,Nevada,91,70,Shotgun,3
2009,Nevada,91,70,Unknown,21
2009,New Hampshire,4,1,Handgun,1
2009,New Hampshire,4,1,Rifle,0
2009,New Hampshire,4,1,Shotgun,0
2009,New Hampshire,4,1,Unknown,3
2009,New Jersey,220,198,Handgun,189
2009,New Jersey,220,198,Rifle,3
2009,New Jersey,220,198,Shotgun,6
2009,New Jersey,220,198,Unknown,22
2009,New Mexico,78,59,Handgun,54
2009,New Mexico,78,59,Rifle,2
2009,New Mexico,78,59,Shotgun,3
2009,New Mexico,78,59,Unknown,19
2009,New York,481,138,Handgun,117
2009,New York,481,138,Rifle,8
2009,New York,481,138,Shotgun,13
2009,New York,481,138,Unknown,343
2009,North Carolina,335,280,Handgun,243
2009,North Carolina,335,280,Rifle,17
2009,North Carolina,335,280,Shotgun,20
2009,North Carolina,335,280,Unknown,55
2009,North Dakota,3,3,Handgun,1
2009,North Dakota,3,3,Rifle,1
2009,North Dakota,3,3,Shotgun,1
2009,North Dakota,3,3,Unknown,0
2009,Ohio,311,204,Handgun,193
2009,Ohio,311,204,Rifle,2
2009,Ohio,311,204,Shotgun,9
2009,Ohio,311,204,Unknown,107
2009,Oklahoma,125,118,Handgun,104
2009,Oklahoma,125,118,Rifle,10
2009,Oklahoma,125,118,Shotgun,4
2009,Oklahoma,125,118,Unknown,7
2009,Oregon,41,21,Handgun,9
2009,Oregon,41,21,Rifle,2
2009,Oregon,41,21,Shotgun,10
2009,Oregon,41,21,Unknown,20
2009,Pennsylvania,468,397,Handgun,373
2009,Pennsylvania,468,397,Rifle,13
2009,Pennsylvania,468,397,Shotgun,11
2009,Pennsylvania,468,397,Unknown,71
2009,Rhode Island,18,0,Handgun,0
2009,Rhode Island,18,0,Rifle,0
2009,Rhode Island,18,0,Shotgun,0
2009,Rhode Island,18,0,Unknown,18
2009,South Carolina,197,131,Handgun,115
2009,South Carolina,197,131,Rifle,4
2009,South Carolina,197,131,Shotgun,12
2009,South Carolina,197,131,Unknown,66
2009,South Dakota,4,3,Handgun,0
2009,South Dakota,4,3,Rifle,1
2009,South Dakota,4,3,Shotgun,2
2009,South Dakota,4,3,Unknown,1
2009,Tennessee,295,235,Handgun,200
2009,Tennessee,295,235,Rifle,13
2009,Tennessee,295,235,Shotgun,22
2009,Tennessee,295,235,Unknown,60
2009,Texas,862,774,Handgun,661
2009,Texas,862,774,Rifle,55
2009,Texas,862,774,Shotgun,58
2009,Texas,862,774,Unknown,88
2009,Utah,25,20,Handgun,15
2009,Utah,25,20,Rifle,0
2009,Utah,25,20,Shotgun,5
2009,Utah,25,20,Unknown,5
2009,Virginia,229,123,Handgun,108
2009,Virginia,229,123,Rifle,8
2009,Virginia,229,123,Shotgun,7
2009,Virginia,229,123,Unknown,106
2009,Washington,101,95,Handgun,75
2009,Washington,101,95,Rifle,16
2009,Washington,101,95,Shotgun,4
2009,Washington,101,95,Unknown,6
2009,West Virginia,38,25,Handgun,20
2009,West Virginia,38,25,Rifle,2
2009,West Virginia,38,25,Shotgun,3
2009,West Virginia,38,25,Unknown,13
2009,Wisconsin,95,77,Handgun,65
2009,Wisconsin,95,77,Rifle,3
2009,Wisconsin,95,77,Shotgun,9
2009,Wisconsin,95,77,Unknown,18
2009,Wyoming,8,7,Handgun,7
2009,Wyoming,8,7,Rifle,0
2009,Wyoming,8,7,Shotgun,0
2009,Wyoming,8,7,Unknown,1
2010,Alabama,135,135,Handgun,112
2010,Alabama,135,135,Rifle,0
2010,Alabama,135,135,Shotgun,23
2010,Alabama,135,135,Unknown,0
2010,Alaska,19,9,Handgun,3
2010,Alaska,19,9,Rifle,5
2010,Alaska,19,9,Shotgun,1
2010,Alaska,19,9,Unknown,10
2010,Arizona,232,176,Handgun,152
2010,Arizona,232,176,Rifle,14
2010,Arizona,232,176,Shotgun,10
2010,Arizona,232,176,Unknown,56
2010,Arkansas,93,60,Handgun,49
2010,Arkansas,93,60,Rifle,7
2010,Arkansas,93,60,Shotgun,4
2010,Arkansas,93,60,Unknown,33
2010,California,1257,1056,Handgun,953
2010,California,1257,1056,Rifle,59
2010,California,1257,1056,Shotgun,44
2010,California,1257,1056,Unknown,201
2010,Colorado,65,38,Handgun,34
2010,Colorado,65,38,Rifle,0
2010,Colorado,65,38,Shotgun,4
2010,Colorado,65,38,Unknown,27
2010,Connecticut,97,73,Handgun,72
2010,Connecticut,97,73,Rifle,0
2010,Connecticut,97,73,Shotgun,1
2010,Connecticut,97,73,Unknown,24
2010,Delaware,38,27,Handgun,25
2010,Delaware,38,27,Rifle,0
2010,Delaware,38,27,Shotgun,2
2010,Delaware,38,27,Unknown,11
2010,District of Columbia,99,32,Handgun,32
2010,District of Columbia,99,32,Rifle,0
2010,District of Columbia,99,32,Shotgun,0
2010,District of Columbia,99,32,Unknown,67
2010,Georgia,376,355,Handgun,315
2010,Georgia,376,355,Rifle,19
2010,Georgia,376,355,Shotgun,21
2010,Georgia,376,355,Unknown,21
2010,Hawaii,7,6,Handgun,6
2010,Hawaii,7,6,Rifle,0
2010,Hawaii,7,6,Shotgun,0
2010,Hawaii,7,6,Unknown,1
2010,Idaho,12,12,Handgun,12
2010,Idaho,12,12,Rifle,0
2010,Idaho,12,12,Shotgun,0
2010,Idaho,12,12,Unknown,0
2010,Illinois,364,359,Handgun,355
2010,Illinois,364,359,Rifle,3
2010,Illinois,364,359,Shotgun,1
2010,Illinois,364,359,Unknown,5
2010,Indiana,142,101,Handgun,83
2010,Indiana,142,101,Rifle,11
2010,Indiana,142,101,Shotgun,7
2010,Indiana,142,101,Unknown,41
2010,Iowa,21,14,Handgun,9
2010,Iowa,21,14,Rifle,1
2010,Iowa,21,14,Shotgun,4
2010,Iowa,21,14,Unknown,7
2010,Kansas,63,35,Handgun,30
2010,Kansas,63,35,Rifle,4
2010,Kansas,63,35,Shotgun,1
2010,Kansas,63,35,Unknown,28
2010,Kentucky,116,98,Handgun,76
2010,Kentucky,116,98,Rifle,6
2010,Kentucky,116,98,Shotgun,16
2010,Kentucky,116,98,Unknown,18
2010,Louisiana,351,293,Handgun,263
2010,Louisiana,351,293,Rifle,19
2010,Louisiana,351,293,Shotgun,11
2010,Louisiana,351,293,Unknown,58
2010,Maine,11,7,Handgun,4
2010,Maine,11,7,Rifle,2
2010,Maine,11,7,Shotgun,1
2010,Maine,11,7,Unknown,4
2010,Maryland,293,287,Handgun,272
2010,Maryland,293,287,Rifle,3
2010,Maryland,293,287,Shotgun,12
2010,Maryland,293,287,Unknown,6
2010,Massachusetts,118,53,Handgun,52
2010,Massachusetts,118,53,Rifle,0
2010,Massachusetts,118,53,Shotgun,1
2010,Massachusetts,118,53,Unknown,65
2010,Michigan,413,278,Handgun,239
2010,Michigan,413,278,Rifle,25
2010,Michigan,413,278,Shotgun,14
2010,Michigan,413,278,Unknown,135
2010,Minnesota,53,53,Handgun,43
2010,Minnesota,53,53,Rifle,2
2010,Minnesota,53,53,Shotgun,8
2010,Minnesota,53,53,Unknown,0
2010,Mississippi,120,113,Handgun,98
2010,Mississippi,120,113,Rifle,3
2010,Mississippi,120,113,Shotgun,12
2010,Mississippi,120,113,Unknown,7
2010,Missouri,321,219,Handgun,189
2010,Missouri,321,219,Rifle,26
2010,Missouri,321,219,Shotgun,4
2010,Missouri,321,219,Unknown,102
2010,Montana,12,12,Handgun,6
2010,Montana,12,12,Rifle,2
2010,Montana,12,12,Shotgun,4
2010,Montana,12,12,Unknown,0
2010,Nebraska,32,32,Handgun,29
2010,Nebraska,32,32,Rifle,1
2010,Nebraska,32,32,Shotgun,2
2010,Nebraska,32,32,Unknown,0
2010,Nevada,84,68,Handgun,57
2010,Nevada,84,68,Rifle,5
2010,Nevada,84,68,Shotgun,6
2010,Nevada,84,68,Unknown,16
2010,New Hampshire,5,4,Handgun,2
2010,New Hampshire,5,4,Rifle,0
2010,New Hampshire,5,4,Shotgun,2
2010,New Hampshire,5,4,Unknown,1
2010,New Jersey,246,225,Handgun,216
2010,New Jersey,246,225,Rifle,7
2010,New Jersey,246,225,Shotgun,2
2010,New Jersey,246,225,Unknown,21
2010,New Mexico,67,44,Handgun,36
2010,New Mexico,67,44,Rifle,6
2010,New Mexico,67,44,Shotgun,2
2010,New Mexico,67,44,Unknown,23
2010,New York,517,153,Handgun,135
2010,New York,517,153,Rifle,6
2010,New York,517,153,Shotgun,12
2010,New York,517,153,Unknown,364
2010,North Carolina,286,234,Handgun,188
2010,North Carolina,286,234,Rifle,21
2010,North Carolina,286,234,Shotgun,25
2010,North Carolina,286,234,Unknown,52
2010,North Dakota,4,4,Handgun,3
2010,North Dakota,4,4,Rifle,0
2010,North Dakota,4,4,Shotgun,1
2010,North Dakota,4,4,Unknown,0
2010,Ohio,310,185,Handgun,176
2010,Ohio,310,185,Rifle,7
2010,Ohio,310,185,Shotgun,2
2010,Ohio,310,185,Unknown,125
2010,Oklahoma,111,101,Handgun,86
2010,Oklahoma,111,101,Rifle,8
2010,Oklahoma,111,101,Shotgun,7
2010,Oklahoma,111,101,Unknown,10
2010,Oregon,36,23,Handgun,20
2010,Oregon,36,23,Rifle,1
2010,Oregon,36,23,Shotgun,2
2010,Oregon,36,23,Unknown,13
2010,Pennsylvania,457,386,Handgun,367
2010,Pennsylvania,457,386,Rifle,8
2010,Pennsylvania,457,386,Shotgun,11
2010,Pennsylvania,457,386,Unknown,71
2010,Rhode Island,16,4,Handgun,2
2010,Rhode Island,16,4,Rifle,1
2010,Rhode Island,16,4,Shotgun,1
2010,Rhode Island,16,4,Unknown,12
2010,South Carolina,207,151,Handgun,136
2010,South Carolina,207,151,Rifle,8
2010,South Carolina,207,151,Shotgun,7
2010,South Carolina,207,151,Unknown,56
2010,South Dakota,8,4,Handgun,3
2010,South Dakota,8,4,Rifle,0
2010,South Dakota,8,4,Shotgun,1
2010,South Dakota,8,4,Unknown,4
2010,Tennessee,219,169,Handgun,146
2010,Tennessee,219,169,Rifle,12
2010,Tennessee,219,169,Shotgun,11
2010,Tennessee,219,169,Unknown,50
2010,Texas,805,663,Handgun,581
2010,Texas,805,663,Rifle,34
2010,Texas,805,663,Shotgun,48
2010,Texas,805,663,Unknown,142
2010,Utah,22,17,Handgun,16
2010,Utah,22,17,Rifle,0
2010,Utah,22,17,Shotgun,1
2010,Utah,22,17,Unknown,5
2010,Vermont,2,2,Handgun,1
2010,Vermont,2,2,Rifle,1
2010,Vermont,2,2,Shotgun,0
2010,Vermont,2,2,Unknown,0
2010,Virgin Islands,41,37,Handgun,36
2010,Virgin Islands,41,37,Rifle,1
2010,Virgin Islands,41,37,Shotgun,0
2010,Virgin Islands,41,37,Unknown,4
2010,Virginia,250,158,Handgun,137
2010,Virginia,250,158,Rifle,9
2010,Virginia,250,158,Shotgun,12
2010,Virginia,250,158,Unknown,92
2010,Washington,93,79,Handgun,73
2010,Washington,93,79,Rifle,4
2010,Washington,93,79,Shotgun,2
2010,Washington,93,79,Unknown,14
2010,West Virginia,27,20,Handgun,16
2010,West Virginia,27,20,Rifle,0
2010,West Virginia,27,20,Shotgun,4
2010,West Virginia,27,20,Unknown,7
2010,Wisconsin,97,74,Handgun,63
2010,Wisconsin,97,74,Rifle,5
2010,Wisconsin,97,74,Shotgun,6
2010,Wisconsin,97,74,Unknown,23
2010,Wyoming,5,2,Handgun,0
2010,Wyoming,5,2,Rifle,2
2010,Wyoming,5,2,Shotgun,0
2010,Wyoming,5,2,Unknown,3
2011,Alaska,16,8,Handgun,5
2011,Alaska,16,8,Rifle,0
2011,Alaska,16,8,Shotgun,3
2011,Alaska,16,8,Unknown,8
2011,Arizona,222,188,Handgun,165
2011,Arizona,222,188,Rifle,14
2011,Arizona,222,188,Shotgun,9
2011,Arizona,222,188,Unknown,34
2011,Arkansas,110,62,Handgun,52
2011,Arkansas,110,62,Rifle,4
2011,Arkansas,110,62,Shotgun,6
2011,Arkansas,110,62,Unknown,48
2011,California,1220,961,Handgun,866
2011,California,1220,961,Rifle,45
2011,California,1220,961,Shotgun,50
2011,California,1220,961,Unknown,259
2011,Colorado,73,47,Handgun,39
2011,Colorado,73,47,Rifle,3
2011,Colorado,73,47,Shotgun,5
2011,Colorado,73,47,Unknown,26
2011,Connecticut,94,56,Handgun,54
2011,Connecticut,94,56,Rifle,1
2011,Connecticut,94,56,Shotgun,1
2011,Connecticut,94,56,Unknown,38
2011,Delaware,28,21,Handgun,18
2011,Delaware,28,21,Rifle,0
2011,Delaware,28,21,Shotgun,3
2011,Delaware,28,21,Unknown,7
2011,District of Columbia,77,38,Handgun,37
2011,District of Columbia,77,38,Rifle,0
2011,District of Columbia,77,38,Shotgun,1
2011,District of Columbia,77,38,Unknown,39
2011,Georgia,370,358,Handgun,326
2011,Georgia,370,358,Rifle,16
2011,Georgia,370,358,Shotgun,16
2011,Georgia,370,358,Unknown,12
2011,Hawaii,1,1,Handgun,0
2011,Hawaii,1,1,Rifle,1
2011,Hawaii,1,1,Shotgun,0
2011,Hawaii,1,1,Unknown,0
2011,Idaho,17,16,Handgun,15
2011,Idaho,17,16,Rifle,1
2011,Idaho,17,16,Shotgun,0
2011,Idaho,17,16,Unknown,1
2011,Illinois,377,370,Handgun,364
2011,Illinois,377,370,Rifle,1
2011,Illinois,377,370,Shotgun,5
2011,Illinois,377,370,Unknown,7
2011,Indiana,183,136,Handgun,115
2011,Indiana,183,136,Rifle,9
2011,Indiana,183,136,Shotgun,12
2011,Indiana,183,136,Unknown,47
2011,Iowa,19,9,Handgun,7
2011,Iowa,19,9,Rifle,0
2011,Iowa,19,9,Shotgun,2
2011,Iowa,19,9,Unknown,10
2011,Kansas,73,39,Handgun,31
2011,Kansas,73,39,Rifle,3
2011,Kansas,73,39,Shotgun,5
2011,Kansas,73,39,Unknown,34
2011,Kentucky,100,88,Handgun,77
2011,Kentucky,100,88,Rifle,6
2011,Kentucky,100,88,Shotgun,5
2011,Kentucky,100,88,Unknown,12
2011,Louisiana,402,390,Handgun,372
2011,Louisiana,402,390,Rifle,10
2011,Louisiana,402,390,Shotgun,8
2011,Louisiana,402,390,Unknown,12
2011,Maine,12,5,Handgun,3
2011,Maine,12,5,Rifle,1
2011,Maine,12,5,Shotgun,1
2011,Maine,12,5,Unknown,7
2011,Maryland,272,269,Handgun,262
2011,Maryland,272,269,Rifle,2
2011,Maryland,272,269,Shotgun,5
2011,Maryland,272,269,Unknown,3
2011,Massachusetts,122,53,Handgun,52
2011,Massachusetts,122,53,Rifle,0
2011,Massachusetts,122,53,Shotgun,1
2011,Massachusetts,122,53,Unknown,69
2011,Michigan,450,311,Handgun,267
2011,Michigan,450,311,Rifle,29
2011,Michigan,450,311,Shotgun,15
2011,Michigan,450,311,Unknown,139
2011,Minnesota,43,42,Handgun,36
2011,Minnesota,43,42,Rifle,3
2011,Minnesota,43,42,Shotgun,3
2011,Minnesota,43,42,Unknown,1
2011,Mississippi,138,131,Handgun,121
2011,Mississippi,138,131,Rifle,6
2011,Mississippi,138,131,Shotgun,4
2011,Mississippi,138,131,Unknown,7
2011,Missouri,276,180,Handgun,158
2011,Missouri,276,180,Rifle,13
2011,Missouri,276,180,Shotgun,9
2011,Missouri,276,180,Unknown,96
2011,Montana,7,6,Handgun,2
2011,Montana,7,6,Rifle,3
2011,Montana,7,6,Shotgun,1
2011,Montana,7,6,Unknown,1
2011,Nebraska,42,38,Handgun,35
2011,Nebraska,42,38,Rifle,2
2011,Nebraska,42,38,Shotgun,1
2011,Nebraska,42,38,Unknown,4
2011,Nevada,75,49,Handgun,46
2011,Nevada,75,49,Rifle,2
2011,Nevada,75,49,Shotgun,1
2011,Nevada,75,49,Unknown,26
2011,New Hampshire,6,4,Handgun,1
2011,New Hampshire,6,4,Rifle,2
2011,New Hampshire,6,4,Shotgun,1
2011,New Hampshire,6,4,Unknown,2
2011,New Jersey,269,244,Handgun,238
2011,New Jersey,269,244,Rifle,1
2011,New Jersey,269,244,Shotgun,5
2011,New Jersey,269,244,Unknown,25
2011,New Mexico,60,49,Handgun,45
2011,New Mexico,60,49,Rifle,2
2011,New Mexico,60,49,Shotgun,2
2011,New Mexico,60,49,Unknown,11
2011,New York,445,415,Handgun,394
2011,New York,445,415,Rifle,5
2011,New York,445,415,Shotgun,16
2011,New York,445,415,Unknown,30
2011,North Carolina,335,280,Handgun,235
2011,North Carolina,335,280,Rifle,26
2011,North Carolina,335,280,Shotgun,19
2011,North Carolina,335,280,Unknown,55
2011,North Dakota,6,3,Handgun,3
2011,North Dakota,6,3,Rifle,0
2011,North Dakota,6,3,Shotgun,0
2011,North Dakota,6,3,Unknown,3
2011,Ohio,344,208,Handgun,187
2011,Ohio,344,208,Rifle,8
2011,Ohio,344,208,Shotgun,13
2011,Ohio,344,208,Unknown,136
2011,Oklahoma,131,116,Handgun,99
2011,Oklahoma,131,116,Rifle,8
2011,Oklahoma,131,116,Shotgun,9
2011,Oklahoma,131,116,Unknown,15
2011,Oregon,40,16,Handgun,13
2011,Oregon,40,16,Rifle,1
2011,Oregon,40,16,Shotgun,2
2011,Oregon,40,16,Unknown,24
2011,Pennsylvania,470,406,Handgun,379
2011,Pennsylvania,470,406,Rifle,8
2011,Pennsylvania,470,406,Shotgun,19
2011,Pennsylvania,470,406,Unknown,64
2011,Rhode Island,5,1,Handgun,1
2011,Rhode Island,5,1,Rifle,0
2011,Rhode Island,5,1,Shotgun,0
2011,Rhode Island,5,1,Unknown,4
2011,South Carolina,223,148,Handgun,126
2011,South Carolina,223,148,Rifle,10
2011,South Carolina,223,148,Shotgun,12
2011,South Carolina,223,148,Unknown,75
2011,South Dakota,5,4,Handgun,3
2011,South Dakota,5,4,Rifle,1
2011,South Dakota,5,4,Shotgun,0
2011,South Dakota,5,4,Unknown,1
2011,Tennessee,244,192,Handgun,172
2011,Tennessee,244,192,Rifle,7
2011,Tennessee,244,192,Shotgun,13
2011,Tennessee,244,192,Unknown,52
2011,Texas,699,582,Handgun,497
2011,Texas,699,582,Rifle,37
2011,Texas,699,582,Shotgun,48
2011,Texas,699,582,Unknown,117
2011,Utah,26,20,Handgun,15
2011,Utah,26,20,Rifle,4
2011,Utah,26,20,Shotgun,1
2011,Utah,26,20,Unknown,6
2011,Vermont,4,2,Handgun,2
2011,Vermont,4,2,Rifle,0
2011,Vermont,4,2,Shotgun,0
2011,Vermont,4,2,Unknown,2
2011,Virgin Islands,31,27,Handgun,27
2011,Virgin Islands,31,27,Rifle,0
2011,Virgin Islands,31,27,Shotgun,0
2011,Virgin Islands,31,27,Unknown,4
2011,Virginia,208,135,Handgun,110
2011,Virginia,208,135,Rifle,10
2011,Virginia,208,135,Shotgun,15
2011,Virginia,208,135,Unknown,73
2011,Washington,79,62,Handgun,58
2011,Washington,79,62,Rifle,1
2011,Washington,79,62,Shotgun,3
2011,Washington,79,62,Unknown,17
2011,West Virginia,43,36,Handgun,23
2011,West Virginia,43,36,Rifle,10
2011,West Virginia,43,36,Shotgun,3
2011,West Virginia,43,36,Unknown,7
2011,Wisconsin,80,70,Handgun,60
2011,Wisconsin,80,70,Rifle,7
2011,Wisconsin,80,70,Shotgun,3
2011,Wisconsin,80,70,Unknown,10
2011,Wyoming,11,7,Handgun,7
2011,Wyoming,11,7,Rifle,0
2011,Wyoming,11,7,Shotgun,0
2011,Wyoming,11,7,Unknown,4
2012,Alaska,11,1,Handgun,1
2012,Alaska,11,1,Rifle,0
2012,Alaska,11,1,Shotgun,0
2012,Alaska,11,1,Unknown,10
2012,Arizona,211,178,Handgun,157
2012,Arizona,211,178,Rifle,12
2012,Arizona,211,178,Shotgun,9
2012,Arizona,211,178,Unknown,33
2012,Arkansas,108,65,Handgun,55
2012,Arkansas,108,65,Rifle,4
2012,Arkansas,108,65,Shotgun,6
2012,Arkansas,108,65,Unknown,43
2012,California,1304,989,Handgun,899
2012,California,1304,989,Rifle,38
2012,California,1304,989,Shotgun,52
2012,California,1304,989,Unknown,315
2012,Colorado,92,69,Handgun,61
2012,Colorado,92,69,Rifle,3
2012,Colorado,92,69,Shotgun,5
2012,Colorado,92,69,Unknown,23
2012,Connecticut,112,78,Handgun,50
2012,Connecticut,112,78,Rifle,27
2012,Connecticut,112,78,Shotgun,1
2012,Connecticut,112,78,Unknown,34
2012,Delaware,41,28,Handgun,25
2012,Delaware,41,28,Rifle,1
2012,Delaware,41,28,Shotgun,2
2012,Delaware,41,28,Unknown,13
2012,Georgia,390,366,Handgun,344
2012,Georgia,390,366,Rifle,10
2012,Georgia,390,366,Shotgun,12
2012,Georgia,390,366,Unknown,24
2012,Hawaii,3,3,Handgun,3
2012,Hawaii,3,3,Rifle,0
2012,Hawaii,3,3,Shotgun,0
2012,Hawaii,3,3,Unknown,0
2012,Idaho,17,15,Handgun,12
2012,Idaho,17,15,Rifle,1
2012,Idaho,17,15,Shotgun,2
2012,Idaho,17,15,Unknown,2
2012,Illinois,439,435,Handgun,429
2012,Illinois,439,435,Rifle,4
2012,Illinois,439,435,Shotgun,2
2012,Illinois,439,435,Unknown,4
2012,Indiana,205,144,Handgun,128
2012,Indiana,205,144,Rifle,9
2012,Indiana,205,144,Shotgun,7
2012,Indiana,205,144,Unknown,61
2012,Iowa,25,17,Handgun,13
2012,Iowa,25,17,Rifle,3
2012,Iowa,25,17,Shotgun,1
2012,Iowa,25,17,Unknown,8
2012,Kansas,50,38,Handgun,36
2012,Kansas,50,38,Rifle,1
2012,Kansas,50,38,Shotgun,1
